branch_id,date,total_revenue,room_revenue,fb_revenue,avg_daily_rate,revpar,occupancy_pct,revenue_7day_avg
2,2026-06-04,12676.94,9845.64,2831.3,156.28,126.77,62.94,12676.94
2,2026-06-05,9417.41,8099.28,1318.13,128.56,94.17,62.76,9417.41
2,2026-06-06,9252.94,7789.42,1463.52,116.26,92.53,67.07,9252.94
2,2026-06-07,11327.07,8728.85,2598.22,134.29,113.27,64.82,11327.07
2,2026-06-08,11218.73,8837.64,2381.09,140.28,112.19,62.86,11218.73
2,2026-06-09,10833.87,8422.57,2411.3,125.71,108.34,67.34,10833.87
2,2026-06-10,8594.19,6764.19,1830.0,118.67,85.94,56.88,8594.19
2,2026-06-11,10954.6,9033.49,1921.11,153.11,109.55,59.33,10954.6
2,2026-06-12,8745.77,7117.17,1628.6,120.63,87.46,58.52,8745.77
2,2026-06-13,9422.99,7505.44,1917.55,123.04,94.23,61.1,9422.99
2,2026-06-14,11279.84,8985.94,2293.9,154.93,112.8,57.66,11279.84
2,2026-06-15,12779.01,10354.74,2424.27,156.89,127.79,66.28,12779.01
2,2026-06-16,9582.87,8324.82,1258.05,132.14,95.83,63.48,9582.87
2,2026-06-17,8732.43,6741.34,1991.09,114.26,87.32,59.15,8732.43
2,2026-06-18,6823.87,5677.96,1145.91,91.58,68.24,61.67,6823.87
2,2026-06-19,6926.17,5981.28,944.89,87.96,69.26,67.7,6926.17
2,2026-06-20,9229.4,7408.85,1820.55,104.35,92.29,70.51,9229.4
2,2026-06-21,7571.24,6140.8,1430.44,80.8,75.71,75.84,7571.24
2,2026-06-22,14678.58,11828.0,2850.58,147.85,146.79,80.18,14678.58
2,2026-06-23,8815.67,6950.9,1864.77,97.9,88.16,70.8,8815.67
2,2026-06-24,7132.99,6121.5,1011.49,92.75,71.33,65.76,7132.99
2,2026-06-25,9520.82,7400.32,2120.5,119.36,95.21,61.69,9520.82
2,2026-06-26,11911.04,9442.08,2468.96,131.14,119.11,71.72,11911.04
2,2026-06-27,6713.71,5659.64,1054.07,83.23,67.14,67.73,6713.71
2,2026-06-28,7806.65,6313.3,1493.35,90.19,78.07,69.57,7806.65
2,2026-06-29,13921.89,10817.82,3104.07,156.78,139.22,68.93,13921.89
2,2026-06-30,11103.27,9144.8,1958.47,128.8,111.03,70.87,11103.27
2,2026-07-01,14743.61,11752.64,2990.97,154.64,147.44,75.64,14743.61
2,2026-07-02,8790.45,6974.64,1815.81,96.87,87.9,71.85,8790.45
2,2026-07-03,12844.19,10082.1,2762.09,144.03,128.44,70.34,12844.19
2,2026-07-04,7401.0,6052.86,1348.14,91.71,74.01,66.49,7401.0
2,2026-07-05,10163.93,8169.21,1994.72,129.67,101.64,63.5,10163.93
2,2026-07-06,12095.79,9815.12,2280.67,144.34,120.96,67.75,12095.79
2,2026-07-07,7855.76,6447.36,1408.4,93.44,78.56,68.9,7855.76
2,2026-07-08,7831.73,6634.8,1196.93,87.3,78.32,75.56,7831.73
2,2026-07-09,10892.72,8956.96,1935.76,131.72,108.93,68.34,10892.72
2,2026-07-10,10173.08,8400.72,1772.36,118.32,101.73,71.05,10173.08
2,2026-07-11,9306.28,7874.56,1431.72,123.04,93.06,64.41,9306.28
2,2026-07-12,9546.24,8266.72,1279.52,135.52,95.46,60.96,9546.24
2,2026-07-13,11044.06,9013.97,2030.09,147.77,110.44,61.14,11044.06
2,2026-07-14,9895.14,7988.56,1906.58,130.96,98.95,61.43,9895.14
2,2026-07-15,13587.7,10546.56,3041.14,146.48,135.88,72.22,13587.7
2,2026-07-16,11694.99,9474.0,2220.99,157.9,116.95,59.86,11694.99
2,2026-07-17,12687.63,10501.92,2185.71,159.12,126.88,65.99,12687.63
2,2026-07-18,7562.04,6573.78,988.26,111.42,75.62,58.6,7562.04
2,2026-07-19,7626.13,6556.44,1069.69,99.34,76.26,65.6,7626.13
2,2026-07-20,11150.07,9388.26,1761.81,149.02,111.5,63.17,11150.07
2,2026-07-21,7886.59,6492.23,1394.36,106.43,78.87,60.85,7886.59
2,2026-07-22,10362.73,8814.5,1548.23,144.5,103.63,61.27,10362.73
2,2026-07-23,7259.34,5671.67,1587.67,96.13,72.59,58.87,7259.34
2,2026-07-24,6830.92,5921.37,909.55,93.99,68.31,63.42,6830.92
2,2026-07-25,8524.57,6882.6,1641.97,114.71,85.25,60.07,8524.57
2,2026-07-26,7959.45,6346.38,1613.07,111.34,79.59,57.33,7959.45
2,2026-07-27,6005.29,5018.74,986.55,86.53,60.05,57.56,6005.29
2,2026-07-28,12381.85,10028.16,2353.69,156.69,123.82,63.86,12381.85
2,2026-07-29,9380.64,7415.1,1965.54,105.93,93.81,70.06,9380.64
2,2026-07-30,7354.6,5801.9,1552.7,89.26,73.55,65.02,7354.6
2,2026-07-31,7630.3,6483.75,1146.55,99.75,76.3,64.57,7630.3
2,2026-08-01,7242.88,5751.95,1490.93,85.85,72.43,66.89,7242.88
2,2026-08-02,11570.54,8991.36,2579.18,124.88,115.71,71.68,11570.54
2,2026-08-03,11359.63,9758.68,1600.95,143.51,113.6,68.05,11359.63
