branch_id,department_id,department_name,date,scheduled_employees,present_employees,attendance_rate_pct,total_actual_hours,hours_utilisation_pct
1,3,Housekeeping,2026-06-06,3,2,66.67,15.11,62.96
1,1,Reception,2026-06-07,3,3,100.0,23.84,99.35
1,2,Kitchen,2026-06-07,3,3,100.0,23.26,96.92
1,3,Housekeeping,2026-06-07,3,2,66.67,15.12,63.0
1,1,Reception,2026-06-08,4,3,75.0,22.41,70.04
1,2,Kitchen,2026-06-08,2,2,100.0,16.33,102.07
1,3,Housekeeping,2026-06-08,3,3,100.0,21.73,90.53
1,1,Reception,2026-06-09,3,2,66.67,16.46,68.57
1,2,Kitchen,2026-06-09,3,3,100.0,23.82,99.23
1,3,Housekeeping,2026-06-09,3,3,100.0,22.45,93.56
1,1,Reception,2026-06-10,3,3,100.0,23.89,99.54
1,2,Kitchen,2026-06-10,3,3,100.0,22.03,91.79
1,3,Housekeeping,2026-06-10,3,3,100.0,24.6,102.52
1,1,Reception,2026-06-11,3,2,66.67,14.4,60.02
1,2,Kitchen,2026-06-11,2,2,100.0,14.69,91.82
1,3,Housekeeping,2026-06-11,2,1,50.0,7.77,48.59
1,1,Reception,2026-06-12,3,3,100.0,21.65,90.2
1,2,Kitchen,2026-06-12,3,3,100.0,23.22,96.75
1,3,Housekeeping,2026-06-12,3,3,100.0,24.55,102.28
1,1,Reception,2026-06-13,3,3,100.0,25.0,104.17
1,2,Kitchen,2026-06-13,4,4,100.0,29.5,92.18
1,3,Housekeeping,2026-06-13,2,2,100.0,16.71,104.43
1,1,Reception,2026-06-14,3,2,66.67,16.01,66.69
1,2,Kitchen,2026-06-14,3,3,100.0,24.54,102.25
1,3,Housekeeping,2026-06-14,3,2,66.67,16.72,69.67
1,1,Reception,2026-06-15,4,4,100.0,31.46,98.31
1,2,Kitchen,2026-06-15,3,3,100.0,22.77,94.87
1,3,Housekeeping,2026-06-15,3,2,66.67,15.36,64.02
1,1,Reception,2026-06-16,3,2,66.67,14.74,61.43
1,2,Kitchen,2026-06-16,3,3,100.0,22.69,94.55
1,3,Housekeeping,2026-06-16,3,3,100.0,22.61,94.2
1,1,Reception,2026-06-17,3,3,100.0,24.18,100.73
1,2,Kitchen,2026-06-17,3,2,66.67,16.73,69.71
1,3,Housekeeping,2026-06-17,3,2,66.67,14.59,60.79
1,1,Reception,2026-06-18,3,2,66.67,14.53,60.52
1,2,Kitchen,2026-06-18,3,2,66.67,14.73,61.39
1,3,Housekeeping,2026-06-18,3,2,66.67,14.91,62.11
1,1,Reception,2026-06-19,3,3,100.0,22.77,94.89
1,2,Kitchen,2026-06-19,3,2,66.67,15.69,65.36
1,3,Housekeeping,2026-06-19,3,2,66.67,16.41,68.36
1,1,Reception,2026-06-20,3,3,100.0,24.76,103.18
1,2,Kitchen,2026-06-20,3,2,66.67,15.63,65.12
1,3,Housekeeping,2026-06-20,3,2,66.67,15.09,62.88
1,1,Reception,2026-06-21,3,3,100.0,23.11,96.29
1,2,Kitchen,2026-06-21,3,3,100.0,23.37,97.37
1,3,Housekeeping,2026-06-21,3,3,100.0,23.53,98.02
1,1,Reception,2026-06-22,3,2,66.67,16.51,68.78
1,2,Kitchen,2026-06-22,4,4,100.0,29.8,93.13
1,3,Housekeeping,2026-06-22,3,3,100.0,23.99,99.97
1,1,Reception,2026-06-23,4,4,100.0,32.58,101.83
1,2,Kitchen,2026-06-23,3,2,66.67,16.78,69.9
1,3,Housekeeping,2026-06-23,4,3,75.0,23.21,72.54
1,1,Reception,2026-06-24,3,2,66.67,15.32,63.82
1,2,Kitchen,2026-06-24,3,2,66.67,14.62,60.93
1,3,Housekeeping,2026-06-24,4,3,75.0,22.66,70.8
1,1,Reception,2026-06-25,4,3,75.0,23.35,72.98
1,2,Kitchen,2026-06-25,3,3,100.0,22.46,93.59
1,3,Housekeeping,2026-06-25,3,2,66.67,16.02,66.76
1,1,Reception,2026-06-26,3,2,66.67,14.68,61.16
1,2,Kitchen,2026-06-26,4,4,100.0,32.34,101.06
1,3,Housekeeping,2026-06-26,3,2,66.67,15.66,65.25
1,1,Reception,2026-06-27,3,3,100.0,24.31,101.29
1,2,Kitchen,2026-06-27,4,4,100.0,28.81,90.04
1,3,Housekeeping,2026-06-27,3,3,100.0,24.82,103.43
1,1,Reception,2026-06-28,3,2,66.67,14.45,60.22
1,2,Kitchen,2026-06-28,4,3,75.0,23.61,73.78
1,3,Housekeeping,2026-06-28,3,3,100.0,23.06,96.06
1,1,Reception,2026-06-29,4,3,75.0,24.03,75.1
1,2,Kitchen,2026-06-29,4,4,100.0,33.19,103.72
1,3,Housekeeping,2026-06-29,3,2,66.67,14.5,60.4
1,1,Reception,2026-06-30,3,3,100.0,24.5,102.07
1,2,Kitchen,2026-06-30,4,3,75.0,24.79,77.46
1,3,Housekeeping,2026-06-30,3,2,66.67,14.69,61.22
1,1,Reception,2026-07-01,4,3,75.0,22.01,68.79
1,2,Kitchen,2026-07-01,4,3,75.0,22.34,69.8
1,3,Housekeeping,2026-07-01,4,4,100.0,32.81,102.53
1,1,Reception,2026-07-02,3,3,100.0,23.96,99.83
1,2,Kitchen,2026-07-02,3,3,100.0,24.12,100.49
1,3,Housekeeping,2026-07-02,4,3,75.0,24.25,75.79
1,1,Reception,2026-07-03,4,3,75.0,24.78,77.42
1,2,Kitchen,2026-07-03,4,4,100.0,32.19,100.6
1,3,Housekeeping,2026-07-03,3,3,100.0,24.37,101.54
1,1,Reception,2026-07-04,3,3,100.0,22.85,95.21
1,2,Kitchen,2026-07-04,3,3,100.0,22.63,94.31
1,3,Housekeeping,2026-07-04,3,2,66.67,16.63,69.3
1,1,Reception,2026-07-05,3,3,100.0,21.64,90.18
1,2,Kitchen,2026-07-05,3,3,100.0,22.49,93.69
1,3,Housekeeping,2026-07-05,3,3,100.0,22.68,94.51
1,1,Reception,2026-07-06,3,2,66.67,16.4,68.34
1,2,Kitchen,2026-07-06,3,2,66.67,15.83,65.94
1,3,Housekeeping,2026-07-06,4,4,100.0,30.9,96.57
1,1,Reception,2026-07-07,4,3,75.0,23.89,74.67
1,2,Kitchen,2026-07-07,4,3,75.0,24.19,75.58
1,3,Housekeeping,2026-07-07,4,4,100.0,31.7,99.08
1,1,Reception,2026-07-08,3,3,100.0,21.88,91.17
1,2,Kitchen,2026-07-08,3,2,66.67,16.12,67.17
1,3,Housekeeping,2026-07-08,3,2,66.67,16.1,67.08
1,1,Reception,2026-07-09,3,2,66.67,16.52,68.82
1,2,Kitchen,2026-07-09,3,2,66.67,15.81,65.89
1,3,Housekeeping,2026-07-09,4,3,75.0,23.09,72.17
1,1,Reception,2026-07-10,3,2,66.67,15.66,65.23
1,2,Kitchen,2026-07-10,3,2,66.67,16.16,67.33
1,3,Housekeeping,2026-07-10,3,2,66.67,16.05,66.86
1,1,Reception,2026-07-11,3,2,66.67,16.12,67.17
1,2,Kitchen,2026-07-11,3,2,66.67,16.23,67.63
1,3,Housekeeping,2026-07-11,3,3,100.0,22.7,94.58
1,1,Reception,2026-07-12,4,4,100.0,31.45,98.27
1,2,Kitchen,2026-07-12,3,2,66.67,15.28,63.67
1,3,Housekeeping,2026-07-12,3,2,66.67,15.7,65.42
1,1,Reception,2026-07-13,3,3,100.0,21.65,90.2
1,2,Kitchen,2026-07-13,3,2,66.67,16.17,67.38
1,3,Housekeeping,2026-07-13,2,1,50.0,8.24,51.51
1,1,Reception,2026-07-14,3,2,66.67,14.68,61.17
1,2,Kitchen,2026-07-14,3,3,100.0,23.88,99.5
1,3,Housekeeping,2026-07-14,3,2,66.67,15.72,65.49
1,1,Reception,2026-07-15,3,3,100.0,22.33,93.04
1,2,Kitchen,2026-07-15,3,2,66.67,16.49,68.72
1,3,Housekeeping,2026-07-15,3,2,66.67,15.11,62.94
1,1,Reception,2026-07-16,3,3,100.0,22.76,94.82
1,2,Kitchen,2026-07-16,2,2,100.0,15.63,97.71
1,3,Housekeeping,2026-07-16,3,2,66.67,16.49,68.69
1,1,Reception,2026-07-17,2,1,50.0,8.04,50.24
1,2,Kitchen,2026-07-17,3,2,66.67,15.47,64.45
1,3,Housekeeping,2026-07-17,3,2,66.67,14.42,60.08
1,1,Reception,2026-07-18,3,3,100.0,22.97,95.71
1,2,Kitchen,2026-07-18,3,3,100.0,21.97,91.54
1,3,Housekeeping,2026-07-18,3,3,100.0,22.45,93.54
1,1,Reception,2026-07-19,4,4,100.0,28.83,90.09
1,2,Kitchen,2026-07-19,3,2,66.67,14.99,62.45
1,3,Housekeeping,2026-07-19,3,3,100.0,22.63,94.31
1,1,Reception,2026-07-20,3,2,66.67,14.83,61.79
1,2,Kitchen,2026-07-20,2,2,100.0,14.67,91.71
1,3,Housekeeping,2026-07-20,3,2,66.67,15.57,64.87
1,1,Reception,2026-07-21,3,2,66.67,14.48,60.32
1,2,Kitchen,2026-07-21,3,3,100.0,24.7,102.9
1,3,Housekeeping,2026-07-21,3,2,66.67,14.9,62.07
1,1,Reception,2026-07-22,3,3,100.0,22.06,91.91
1,2,Kitchen,2026-07-22,3,3,100.0,21.65,90.2
1,3,Housekeeping,2026-07-22,3,3,100.0,21.67,90.31
1,1,Reception,2026-07-23,2,2,100.0,14.49,90.56
1,2,Kitchen,2026-07-23,3,3,100.0,23.74,98.9
1,3,Housekeeping,2026-07-23,3,3,100.0,24.07,100.31
1,1,Reception,2026-07-24,4,4,100.0,32.57,101.79
1,2,Kitchen,2026-07-24,3,3,100.0,23.19,96.62
1,3,Housekeeping,2026-07-24,3,2,66.67,14.65,61.05
1,1,Reception,2026-07-25,3,2,66.67,16.26,67.76
1,2,Kitchen,2026-07-25,3,2,66.67,14.64,60.99
1,3,Housekeeping,2026-07-25,3,3,100.0,25.19,104.97
1,1,Reception,2026-07-26,3,2,66.67,15.95,66.44
1,2,Kitchen,2026-07-26,3,2,66.67,15.78,65.74
1,3,Housekeeping,2026-07-26,3,2,66.67,14.42,60.07
1,1,Reception,2026-07-27,3,3,100.0,22.34,93.06
1,2,Kitchen,2026-07-27,3,2,66.67,16.7,69.56
1,3,Housekeeping,2026-07-27,3,3,100.0,21.68,90.31
1,1,Reception,2026-07-28,3,3,100.0,25.08,104.51
1,2,Kitchen,2026-07-28,3,3,100.0,22.32,93.0
1,3,Housekeeping,2026-07-28,3,2,66.67,15.16,63.18
1,1,Reception,2026-07-29,3,2,66.67,15.56,64.85
1,2,Kitchen,2026-07-29,3,3,100.0,22.25,92.72
1,3,Housekeeping,2026-07-29,3,3,100.0,21.98,91.57
1,1,Reception,2026-07-30,3,3,100.0,23.94,99.76
1,2,Kitchen,2026-07-30,3,3,100.0,22.83,95.14
1,3,Housekeeping,2026-07-30,3,2,66.67,16.31,67.97
1,1,Reception,2026-07-31,3,2,66.67,14.96,62.35
1,2,Kitchen,2026-07-31,4,4,100.0,33.14,103.56
1,3,Housekeeping,2026-07-31,3,3,100.0,22.83,95.11
1,1,Reception,2026-08-01,3,2,66.67,16.15,67.29
1,2,Kitchen,2026-08-01,4,3,75.0,23.07,72.08
1,3,Housekeeping,2026-08-01,3,3,100.0,24.69,102.88
1,1,Reception,2026-08-02,4,3,75.0,23.73,74.17
1,2,Kitchen,2026-08-02,4,3,75.0,23.66,73.92
1,3,Housekeeping,2026-08-02,3,2,66.67,15.55,64.77
1,1,Reception,2026-08-03,3,3,100.0,22.9,95.4
1,2,Kitchen,2026-08-03,3,2,66.67,15.97,66.55
1,3,Housekeeping,2026-08-03,3,2,66.67,14.5,60.41
2,1,Reception,2026-05-06,3,3,100.0,21.85,91.02
2,2,Kitchen,2026-05-06,2,1,50.0,7.44,46.47
2,3,Housekeeping,2026-05-06,3,2,66.67,15.15,63.13
2,1,Reception,2026-05-07,2,1,50.0,7.27,45.42
2,2,Kitchen,2026-05-07,2,1,50.0,8.07,50.41
2,3,Housekeeping,2026-05-07,3,2,66.67,16.17,67.36
2,1,Reception,2026-05-08,3,3,100.0,22.75,94.79
2,2,Kitchen,2026-05-08,2,1,50.0,8.17,51.09
2,3,Housekeeping,2026-05-08,2,1,50.0,7.88,49.28
2,1,Reception,2026-05-09,3,2,66.67,14.48,60.33
2,2,Kitchen,2026-05-09,2,1,50.0,8.17,51.06
2,3,Housekeeping,2026-05-09,3,3,100.0,24.22,100.91
2,1,Reception,2026-05-10,2,2,100.0,15.25,95.33
2,2,Kitchen,2026-05-10,2,1,50.0,8.32,52.01
2,3,Housekeeping,2026-05-10,2,2,100.0,14.88,93.02
2,1,Reception,2026-05-11,3,2,66.67,15.85,66.02
2,2,Kitchen,2026-05-11,3,2,66.67,16.6,69.17
2,3,Housekeeping,2026-05-11,3,3,100.0,22.39,93.29
2,1,Reception,2026-05-12,3,2,66.67,14.52,60.51
2,2,Kitchen,2026-05-12,3,3,100.0,23.34,97.25
2,3,Housekeeping,2026-05-12,3,3,100.0,22.17,92.36
2,1,Reception,2026-05-13,2,1,50.0,7.81,48.83
2,2,Kitchen,2026-05-13,3,2,66.67,15.99,66.62
2,3,Housekeeping,2026-05-13,3,2,66.67,15.65,65.21
2,1,Reception,2026-05-14,3,2,66.67,14.61,60.88
2,2,Kitchen,2026-05-14,3,2,66.67,15.27,63.62
2,3,Housekeeping,2026-05-14,3,2,66.67,14.78,61.58
2,1,Reception,2026-05-15,3,2,66.67,16.69,69.55
2,2,Kitchen,2026-05-15,3,3,100.0,23.59,98.3
2,3,Housekeeping,2026-05-15,3,2,66.67,15.97,66.56
2,1,Reception,2026-05-16,3,2,66.67,14.69,61.22
2,2,Kitchen,2026-05-16,3,2,66.67,15.49,64.54
2,3,Housekeeping,2026-05-16,2,2,100.0,14.54,90.87
2,1,Reception,2026-05-17,3,3,100.0,24.68,102.83
2,2,Kitchen,2026-05-17,3,3,100.0,24.35,101.44
2,3,Housekeeping,2026-05-17,3,2,66.67,14.63,60.95
2,1,Reception,2026-05-18,2,2,100.0,15.77,98.56
2,2,Kitchen,2026-05-18,2,1,50.0,7.29,45.55
2,3,Housekeeping,2026-05-18,3,2,66.67,14.76,61.51
2,1,Reception,2026-05-19,3,2,66.67,16.02,66.74
2,2,Kitchen,2026-05-19,3,2,66.67,14.42,60.1
2,3,Housekeeping,2026-05-19,3,3,100.0,22.92,95.48
2,1,Reception,2026-05-20,2,1,50.0,8.06,50.37
2,2,Kitchen,2026-05-20,3,3,100.0,24.97,104.03
2,3,Housekeeping,2026-05-20,2,2,100.0,15.58,97.36
2,1,Reception,2026-05-21,3,3,100.0,23.94,99.75
2,2,Kitchen,2026-05-21,3,2,66.67,15.4,64.16
2,3,Housekeeping,2026-05-21,2,2,100.0,15.93,99.59
2,1,Reception,2026-05-22,2,2,100.0,14.98,93.63
2,2,Kitchen,2026-05-22,3,2,66.67,16.42,68.43
2,3,Housekeeping,2026-05-22,3,3,100.0,22.56,93.99
2,1,Reception,2026-05-23,2,2,100.0,16.17,101.09
2,2,Kitchen,2026-05-23,3,2,66.67,14.81,61.72
2,3,Housekeeping,2026-05-23,3,2,66.67,14.66,61.07
2,1,Reception,2026-05-24,2,2,100.0,15.09,94.28
2,2,Kitchen,2026-05-24,2,2,100.0,15.39,96.16
2,3,Housekeeping,2026-05-24,3,3,100.0,24.65,102.7
2,1,Reception,2026-05-25,3,3,100.0,21.79,90.8
2,2,Kitchen,2026-05-25,2,2,100.0,14.92,93.25
2,3,Housekeeping,2026-05-25,3,2,66.67,15.47,64.44
2,1,Reception,2026-05-26,2,1,50.0,7.79,48.7
2,2,Kitchen,2026-05-26,3,3,100.0,22.97,95.7
2,3,Housekeeping,2026-05-26,3,3,100.0,25.01,104.2
2,1,Reception,2026-05-27,2,2,100.0,15.49,96.79
2,2,Kitchen,2026-05-27,3,2,66.67,16.49,68.69
2,3,Housekeeping,2026-05-27,2,2,100.0,15.97,99.81
2,1,Reception,2026-05-28,2,1,50.0,8.35,52.18
2,2,Kitchen,2026-05-28,2,1,50.0,7.65,47.83
2,3,Housekeeping,2026-05-28,3,3,100.0,22.51,93.79
2,1,Reception,2026-05-29,3,3,100.0,22.41,93.37
2,2,Kitchen,2026-05-29,3,2,66.67,15.74,65.6
2,3,Housekeeping,2026-05-29,2,2,100.0,14.54,90.89
2,1,Reception,2026-05-30,3,2,66.67,15.6,65.0
2,2,Kitchen,2026-05-30,2,1,50.0,7.27,45.47
2,3,Housekeeping,2026-05-30,3,3,100.0,22.29,92.88
2,1,Reception,2026-05-31,2,2,100.0,14.65,91.59
2,2,Kitchen,2026-05-31,3,2,66.67,15.3,63.75
2,3,Housekeeping,2026-05-31,2,1,50.0,7.35,45.92
2,1,Reception,2026-06-01,2,1,50.0,7.27,45.47
2,2,Kitchen,2026-06-01,3,2,66.67,14.77,61.56
2,3,Housekeeping,2026-06-01,2,1,50.0,7.8,48.76
2,1,Reception,2026-06-02,2,1,50.0,7.28,45.53
2,2,Kitchen,2026-06-02,2,1,50.0,7.7,48.14
2,3,Housekeeping,2026-06-02,3,3,100.0,21.76,90.67
2,1,Reception,2026-06-03,2,1,50.0,7.33,45.84
2,2,Kitchen,2026-06-03,3,3,100.0,24.83,103.44
2,3,Housekeeping,2026-06-03,2,2,100.0,15.67,97.96
2,1,Reception,2026-06-04,3,3,100.0,23.44,97.68
2,2,Kitchen,2026-06-04,2,1,50.0,7.43,46.44
2,3,Housekeeping,2026-06-04,2,1,50.0,7.64,47.76
2,1,Reception,2026-06-05,3,3,100.0,24.12,100.51
2,2,Kitchen,2026-06-05,3,2,66.67,16.46,68.58
2,3,Housekeeping,2026-06-05,2,1,50.0,8.31,51.96
2,1,Reception,2026-06-06,3,3,100.0,22.27,92.8
2,2,Kitchen,2026-06-06,3,3,100.0,23.56,98.17
2,3,Housekeeping,2026-06-06,3,2,66.67,15.39,64.1
2,1,Reception,2026-06-07,2,2,100.0,16.62,103.9
2,2,Kitchen,2026-06-07,3,3,100.0,21.89,91.2
2,3,Housekeeping,2026-06-07,3,2,66.67,15.53,64.7
2,1,Reception,2026-06-08,3,3,100.0,25.12,104.68
2,2,Kitchen,2026-06-08,3,3,100.0,22.68,94.5
2,3,Housekeeping,2026-06-08,3,3,100.0,21.93,91.38
2,1,Reception,2026-06-09,3,2,66.67,15.39,64.11
2,2,Kitchen,2026-06-09,3,2,66.67,15.47,64.47
2,3,Housekeeping,2026-06-09,3,3,100.0,22.48,93.67
2,1,Reception,2026-06-10,2,2,100.0,16.45,102.81
2,2,Kitchen,2026-06-10,2,2,100.0,16.08,100.49
2,3,Housekeeping,2026-06-10,3,3,100.0,21.89,91.2
2,1,Reception,2026-06-11,2,1,50.0,8.21,51.3
2,2,Kitchen,2026-06-11,2,1,50.0,7.75,48.43
2,3,Housekeeping,2026-06-11,2,2,100.0,16.63,103.92
2,1,Reception,2026-06-12,2,2,100.0,16.47,102.97
2,2,Kitchen,2026-06-12,2,1,50.0,7.88,49.27
2,3,Housekeeping,2026-06-12,2,1,50.0,8.13,50.79
2,1,Reception,2026-06-13,2,1,50.0,8.3,51.86
2,2,Kitchen,2026-06-13,2,2,100.0,15.86,99.13
2,3,Housekeeping,2026-06-13,2,2,100.0,15.37,96.09
2,1,Reception,2026-06-14,2,1,50.0,7.34,45.9
2,2,Kitchen,2026-06-14,3,3,100.0,22.83,95.1
2,3,Housekeeping,2026-06-14,2,1,50.0,7.29,45.55
2,1,Reception,2026-06-15,2,1,50.0,7.44,46.51
2,2,Kitchen,2026-06-15,2,2,100.0,15.36,96.03
2,3,Housekeeping,2026-06-15,2,1,50.0,8.16,51.03
2,1,Reception,2026-06-16,2,1,50.0,7.68,48.01
2,2,Kitchen,2026-06-16,3,3,100.0,23.29,97.05
2,3,Housekeeping,2026-06-16,3,3,100.0,23.3,97.07
2,1,Reception,2026-06-17,3,2,66.67,14.95,62.3
2,2,Kitchen,2026-06-17,3,3,100.0,23.28,96.99
2,3,Housekeeping,2026-06-17,3,2,66.67,15.53,64.69
2,1,Reception,2026-06-18,2,1,50.0,7.77,48.55
2,2,Kitchen,2026-06-18,3,3,100.0,23.11,96.29
2,3,Housekeeping,2026-06-18,3,3,100.0,22.12,92.19
2,1,Reception,2026-06-19,2,1,50.0,7.25,45.32
2,2,Kitchen,2026-06-19,3,2,66.67,15.12,63.01
2,3,Housekeeping,2026-06-19,3,2,66.67,15.46,64.43
2,1,Reception,2026-06-20,3,3,100.0,22.95,95.63
2,2,Kitchen,2026-06-20,3,2,66.67,16.3,67.92
2,3,Housekeeping,2026-06-20,3,3,100.0,22.43,93.46
2,1,Reception,2026-06-21,3,3,100.0,22.01,91.71
2,2,Kitchen,2026-06-21,3,2,66.67,16.3,67.92
2,3,Housekeeping,2026-06-21,3,2,66.67,15.76,65.68
2,1,Reception,2026-06-22,3,2,66.67,15.4,64.18
2,2,Kitchen,2026-06-22,3,3,100.0,24.66,102.77
2,3,Housekeeping,2026-06-22,4,3,75.0,23.58,73.69
2,1,Reception,2026-06-23,3,3,100.0,22.8,95.01
2,2,Kitchen,2026-06-23,2,2,100.0,15.62,97.62
2,3,Housekeeping,2026-06-23,3,2,66.67,14.61,60.89
2,1,Reception,2026-06-24,3,3,100.0,21.64,90.18
2,2,Kitchen,2026-06-24,3,3,100.0,23.54,98.08
2,3,Housekeeping,2026-06-24,2,2,100.0,16.21,101.32
2,1,Reception,2026-06-25,3,2,66.67,15.68,65.35
2,2,Kitchen,2026-06-25,2,2,100.0,14.64,91.53
2,3,Housekeeping,2026-06-25,2,1,50.0,7.68,48.01
2,1,Reception,2026-06-26,3,3,100.0,23.23,96.8
2,2,Kitchen,2026-06-26,3,3,100.0,23.86,99.42
